description.year_built,description.garage,description.stories,description.beds,dishwasher,fireplace,basement,hardwood_floors,price_per_sqft,median_value_per_sqft,description.type_encoded,city_encoded,state_encoded,description.year_built^2,description.year_built description.garage,description.year_built description.stories,description.year_built description.beds,description.year_built dishwasher,description.year_built fireplace,description.year_built basement,description.year_built hardwood_floors,description.year_built price_per_sqft,description.year_built median_value_per_sqft,description.year_built description.type_encoded,description.year_built city_encoded,description.year_built state_encoded,description.garage^2,description.garage description.stories,description.garage description.beds,description.garage dishwasher,description.garage fireplace,description.garage basement,description.garage hardwood_floors,description.garage price_per_sqft,description.garage median_value_per_sqft,description.garage description.type_encoded,description.garage city_encoded,description.garage state_encoded,description.stories^2,description.stories description.beds,description.stories dishwasher,description.stories fireplace,description.stories basement,description.stories hardwood_floors,description.stories price_per_sqft,description.stories median_value_per_sqft,description.stories description.type_encoded,description.stories city_encoded,description.stories state_encoded,description.beds^2,description.beds dishwasher,description.beds fireplace,description.beds basement,description.beds hardwood_floors,description.beds price_per_sqft,description.beds median_value_per_sqft,description.beds description.type_encoded,description.beds city_encoded,description.beds state_encoded,dishwasher^2,dishwasher fireplace,dishwasher basement,dishwasher hardwood_floors,dishwasher price_per_sqft,dishwasher median_value_per_sqft,dishwasher description.type_encoded,dishwasher city_encoded,dishwasher state_encoded,fireplace^2,fireplace basement,fireplace hardwood_floors,fireplace price_per_sqft,fireplace median_value_per_sqft,fireplace description.type_encoded,fireplace city_encoded,fireplace state_encoded,basement^2,basement hardwood_floors,basement price_per_sqft,basement median_value_per_sqft,basement description.type_encoded,basement city_encoded,basement state_encoded,hardwood_floors^2,hardwood_floors price_per_sqft,hardwood_floors median_value_per_sqft,hardwood_floors description.type_encoded,hardwood_floors city_encoded,hardwood_floors state_encoded,price_per_sqft^2,price_per_sqft median_value_per_sqft,price_per_sqft description.type_encoded,price_per_sqft city_encoded,price_per_sqft state_encoded,median_value_per_sqft^2,median_value_per_sqft description.type_encoded,median_value_per_sqft city_encoded,median_value_per_sqft state_encoded,description.type_encoded^2,description.type_encoded city_encoded,description.type_encoded state_encoded,city_encoded^2,city_encoded state_encoded,state_encoded^2,description.sold_price
2002.0,2.0,1.0,4.0,1.0,0.0,1.0,1.0,136.0,0.0,1.0,34.0,18.0,4008004.0,4004.0,2002.0,8008.0,2002.0,0.0,2002.0,2002.0,272272.0,0.0,2002.0,68068.0,36036.0,4.0,2.0,8.0,2.0,0.0,2.0,2.0,272.0,0.0,2.0,68.0,36.0,1.0,4.0,1.0,0.0,1.0,1.0,136.0,0.0,1.0,34.0,18.0,16.0,4.0,0.0,4.0,4.0,544.0,0.0,4.0,136.0,72.0,1.0,0.0,1.0,1.0,136.0,0.0,1.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,136.0,0.0,1.0,34.0,18.0,1.0,136.0,0.0,1.0,34.0,18.0,18496.0,0.0,136.0,4624.0,2448.0,0.0,0.0,0.0,0.0,1.0,34.0,18.0,1156.0,612.0,324.0,320000
1984.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,90.0,0.0,1.0,31.0,16.0,3936256.0,1984.0,1984.0,7936.0,0.0,0.0,1984.0,0.0,178560.0,0.0,1984.0,61504.0,31744.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,90.0,0.0,1.0,31.0,16.0,1.0,4.0,0.0,0.0,1.0,0.0,90.0,0.0,1.0,31.0,16.0,16.0,0.0,0.0,4.0,0.0,360.0,0.0,4.0,124.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,1.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8100.0,0.0,90.0,2790.0,1440.0,0.0,0.0,0.0,0.0,1.0,31.0,16.0,961.0,496.0,256.0,163000
1968.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,86.0,0.0,1.0,43.0,0.0,3873024.0,3936.0,1968.0,9840.0,1968.0,0.0,0.0,0.0,169248.0,0.0,1968.0,84624.0,0.0,4.0,2.0,10.0,2.0,0.0,0.0,0.0,172.0,0.0,2.0,86.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,86.0,0.0,1.0,43.0,0.0,25.0,5.0,0.0,0.0,0.0,430.0,0.0,5.0,215.0,0.0,1.0,0.0,0.0,0.0,86.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7396.0,0.0,86.0,3698.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,1849.0,0.0,0.0,195000
1966.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,9.0,32.0,3865156.0,1966.0,1966.0,0.0,0.0,0.0,0.0,0.0,68810.0,0.0,1966.0,17694.0,62912.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,9.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,9.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,0.0,35.0,315.0,1120.0,0.0,0.0,0.0,0.0,1.0,9.0,32.0,81.0,288.0,1024.0,63800
2003.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,361.0,3.0,0.0,14.0,4.0,4012009.0,2003.0,2003.0,4006.0,2003.0,2003.0,0.0,0.0,723083.0,6009.0,0.0,28042.0,8012.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,361.0,3.0,0.0,14.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,361.0,3.0,0.0,14.0,4.0,4.0,2.0,2.0,0.0,0.0,722.0,6.0,0.0,28.0,8.0,1.0,1.0,0.0,0.0,361.0,3.0,0.0,14.0,4.0,1.0,0.0,0.0,361.0,3.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130321.0,1083.0,0.0,5054.0,1444.0,9.0,0.0,42.0,12.0,0.0,0.0,0.0,196.0,56.0,16.0,368000
2000.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,258.0,1.0,1.0,8.0,19.0,4000000.0,6000.0,4000.0,8000.0,0.0,2000.0,0.0,0.0,516000.0,2000.0,2000.0,16000.0,38000.0,9.0,6.0,12.0,0.0,3.0,0.0,0.0,774.0,3.0,3.0,24.0,57.0,4.0,8.0,0.0,2.0,0.0,0.0,516.0,2.0,2.0,16.0,38.0,16.0,0.0,4.0,0.0,0.0,1032.0,4.0,4.0,32.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,258.0,1.0,1.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66564.0,258.0,258.0,2064.0,4902.0,1.0,1.0,8.0,19.0,1.0,8.0,19.0,64.0,152.0,361.0,700000
1950.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,302.0,0.0,1.0,15.0,12.0,3802500.0,3900.0,1950.0,5850.0,1950.0,1950.0,1950.0,1950.0,588900.0,0.0,1950.0,29250.0,23400.0,4.0,2.0,6.0,2.0,2.0,2.0,2.0,604.0,0.0,2.0,30.0,24.0,1.0,3.0,1.0,1.0,1.0,1.0,302.0,0.0,1.0,15.0,12.0,9.0,3.0,3.0,3.0,3.0,906.0,0.0,3.0,45.0,36.0,1.0,1.0,1.0,1.0,302.0,0.0,1.0,15.0,12.0,1.0,1.0,1.0,302.0,0.0,1.0,15.0,12.0,1.0,1.0,302.0,0.0,1.0,15.0,12.0,1.0,302.0,0.0,1.0,15.0,12.0,91204.0,0.0,302.0,4530.0,3624.0,0.0,0.0,0.0,0.0,1.0,15.0,12.0,225.0,180.0,144.0,232000
1924.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,121.0,0.0,1.0,31.0,16.0,3701776.0,1924.0,1924.0,1924.0,0.0,0.0,0.0,0.0,232804.0,0.0,1924.0,59644.0,30784.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,121.0,0.0,1.0,31.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,121.0,0.0,1.0,31.0,16.0,1.0,0.0,0.0,0.0,0.0,121.0,0.0,1.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14641.0,0.0,121.0,3751.0,1936.0,0.0,0.0,0.0,0.0,1.0,31.0,16.0,961.0,496.0,256.0,79900
2005.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,222.0,1.0,0.0,65.0,20.0,4020025.0,4010.0,6015.0,8020.0,0.0,2005.0,0.0,0.0,445110.0,2005.0,0.0,130325.0,40100.0,4.0,6.0,8.0,0.0,2.0,0.0,0.0,444.0,2.0,0.0,130.0,40.0,9.0,12.0,0.0,3.0,0.0,0.0,666.0,3.0,0.0,195.0,60.0,16.0,0.0,4.0,0.0,0.0,888.0,4.0,0.0,260.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,1.0,0.0,65.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49284.0,222.0,0.0,14430.0,4440.0,1.0,0.0,65.0,20.0,0.0,0.0,0.0,4225.0,1300.0,400.0,400000
1915.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,216.0,0.0,1.0,54.0,22.0,3667225.0,1915.0,3830.0,11490.0,1915.0,1915.0,1915.0,1915.0,413640.0,0.0,1915.0,103410.0,42130.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,216.0,0.0,1.0,54.0,22.0,4.0,12.0,2.0,2.0,2.0,2.0,432.0,0.0,2.0,108.0,44.0,36.0,6.0,6.0,6.0,6.0,1296.0,0.0,6.0,324.0,132.0,1.0,1.0,1.0,1.0,216.0,0.0,1.0,54.0,22.0,1.0,1.0,1.0,216.0,0.0,1.0,54.0,22.0,1.0,1.0,216.0,0.0,1.0,54.0,22.0,1.0,216.0,0.0,1.0,54.0,22.0,46656.0,0.0,216.0,11664.0,4752.0,0.0,0.0,0.0,0.0,1.0,54.0,22.0,2916.0,1188.0,484.0,905000
1971.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,43.0,0.0,3884841.0,1971.0,1971.0,5913.0,0.0,0.0,0.0,0.0,134028.0,0.0,1971.0,84753.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,43.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,43.0,0.0,9.0,0.0,0.0,0.0,0.0,204.0,0.0,3.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4624.0,0.0,68.0,2924.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,1849.0,0.0,0.0,120000
1972.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,232.0,1.0,0.0,56.0,30.0,3888784.0,1972.0,3944.0,3944.0,1972.0,0.0,0.0,0.0,457504.0,1972.0,0.0,110432.0,59160.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,232.0,1.0,0.0,56.0,30.0,4.0,4.0,2.0,0.0,0.0,0.0,464.0,2.0,0.0,112.0,60.0,4.0,2.0,0.0,0.0,0.0,464.0,2.0,0.0,112.0,60.0,1.0,0.0,0.0,0.0,232.0,1.0,0.0,56.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53824.0,232.0,0.0,12992.0,6960.0,1.0,0.0,56.0,30.0,0.0,0.0,0.0,3136.0,1680.0,900.0,320000
1984.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,156.0,0.0,2.0,63.0,7.0,3936256.0,1984.0,3968.0,3968.0,1984.0,0.0,0.0,0.0,309504.0,0.0,3968.0,124992.0,13888.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,156.0,0.0,2.0,63.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,312.0,0.0,4.0,126.0,14.0,4.0,2.0,0.0,0.0,0.0,312.0,0.0,4.0,126.0,14.0,1.0,0.0,0.0,0.0,156.0,0.0,2.0,63.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24336.0,0.0,312.0,9828.0,1092.0,0.0,0.0,0.0,0.0,4.0,126.0,14.0,3969.0,441.0,49.0,145000
1989.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,135.0,0.0,1.0,1.0,2.0,3956121.0,1989.0,1989.0,5967.0,0.0,0.0,0.0,0.0,268515.0,0.0,1989.0,1989.0,3978.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,135.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,135.0,0.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,405.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18225.0,0.0,135.0,135.0,270.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,148000
1950.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,403.0,2.0,1.0,57.0,3.0,3802500.0,3900.0,3900.0,3900.0,1950.0,1950.0,0.0,1950.0,785850.0,3900.0,1950.0,111150.0,5850.0,4.0,4.0,4.0,2.0,2.0,0.0,2.0,806.0,4.0,2.0,114.0,6.0,4.0,4.0,2.0,2.0,0.0,2.0,806.0,4.0,2.0,114.0,6.0,4.0,2.0,2.0,0.0,2.0,806.0,4.0,2.0,114.0,6.0,1.0,1.0,0.0,1.0,403.0,2.0,1.0,57.0,3.0,1.0,0.0,1.0,403.0,2.0,1.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,403.0,2.0,1.0,57.0,3.0,162409.0,806.0,403.0,22971.0,1209.0,4.0,2.0,114.0,6.0,1.0,57.0,3.0,3249.0,171.0,9.0,800000
1952.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,260.0,2.0,1.0,14.0,4.0,3810304.0,1952.0,1952.0,7808.0,1952.0,0.0,1952.0,1952.0,507520.0,3904.0,1952.0,27328.0,7808.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,260.0,2.0,1.0,14.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,260.0,2.0,1.0,14.0,4.0,16.0,4.0,0.0,4.0,4.0,1040.0,8.0,4.0,56.0,16.0,1.0,0.0,1.0,1.0,260.0,2.0,1.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,260.0,2.0,1.0,14.0,4.0,1.0,260.0,2.0,1.0,14.0,4.0,67600.0,520.0,260.0,3640.0,1040.0,4.0,2.0,28.0,8.0,1.0,14.0,4.0,196.0,56.0,16.0,492450
2001.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,161.0,0.0,1.0,11.0,28.0,4004001.0,4002.0,2001.0,8004.0,2001.0,0.0,0.0,0.0,322161.0,0.0,2001.0,22011.0,56028.0,4.0,2.0,8.0,2.0,0.0,0.0,0.0,322.0,0.0,2.0,22.0,56.0,1.0,4.0,1.0,0.0,0.0,0.0,161.0,0.0,1.0,11.0,28.0,16.0,4.0,0.0,0.0,0.0,644.0,0.0,4.0,44.0,112.0,1.0,0.0,0.0,0.0,161.0,0.0,1.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,0.0,161.0,1771.0,4508.0,0.0,0.0,0.0,0.0,1.0,11.0,28.0,121.0,308.0,784.0,270000
1925.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,111.0,0.0,1.0,34.0,18.0,3705625.0,1925.0,3850.0,5775.0,1925.0,1925.0,1925.0,1925.0,213675.0,0.0,1925.0,65450.0,34650.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,111.0,0.0,1.0,34.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,222.0,0.0,2.0,68.0,36.0,9.0,3.0,3.0,3.0,3.0,333.0,0.0,3.0,102.0,54.0,1.0,1.0,1.0,1.0,111.0,0.0,1.0,34.0,18.0,1.0,1.0,1.0,111.0,0.0,1.0,34.0,18.0,1.0,1.0,111.0,0.0,1.0,34.0,18.0,1.0,111.0,0.0,1.0,34.0,18.0,12321.0,0.0,111.0,3774.0,1998.0,0.0,0.0,0.0,0.0,1.0,34.0,18.0,1156.0,612.0,324.0,225000
1985.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,350.0,2.0,1.0,49.0,31.0,3940225.0,3970.0,1985.0,5955.0,1985.0,1985.0,0.0,1985.0,694750.0,3970.0,1985.0,97265.0,61535.0,4.0,2.0,6.0,2.0,2.0,0.0,2.0,700.0,4.0,2.0,98.0,62.0,1.0,3.0,1.0,1.0,0.0,1.0,350.0,2.0,1.0,49.0,31.0,9.0,3.0,3.0,0.0,3.0,1050.0,6.0,3.0,147.0,93.0,1.0,1.0,0.0,1.0,350.0,2.0,1.0,49.0,31.0,1.0,0.0,1.0,350.0,2.0,1.0,49.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350.0,2.0,1.0,49.0,31.0,122500.0,700.0,350.0,17150.0,10850.0,4.0,2.0,98.0,62.0,1.0,49.0,31.0,2401.0,1519.0,961.0,417500
1960.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,374.0,3.0,1.0,59.0,25.0,3841600.0,3920.0,1960.0,5880.0,0.0,1960.0,0.0,1960.0,733040.0,5880.0,1960.0,115640.0,49000.0,4.0,2.0,6.0,0.0,2.0,0.0,2.0,748.0,6.0,2.0,118.0,50.0,1.0,3.0,0.0,1.0,0.0,1.0,374.0,3.0,1.0,59.0,25.0,9.0,0.0,3.0,0.0,3.0,1122.0,9.0,3.0,177.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,374.0,3.0,1.0,59.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,374.0,3.0,1.0,59.0,25.0,139876.0,1122.0,374.0,22066.0,9350.0,9.0,3.0,177.0,75.0,1.0,59.0,25.0,3481.0,1475.0,625.0,592790
1875.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,74.0,0.0,1.0,25.0,26.0,3515625.0,1875.0,3750.0,7500.0,0.0,1875.0,1875.0,0.0,138750.0,0.0,1875.0,46875.0,48750.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,74.0,0.0,1.0,25.0,26.0,4.0,8.0,0.0,2.0,2.0,0.0,148.0,0.0,2.0,50.0,52.0,16.0,0.0,4.0,4.0,0.0,296.0,0.0,4.0,100.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,0.0,1.0,25.0,26.0,1.0,0.0,74.0,0.0,1.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,5476.0,0.0,74.0,1850.0,1924.0,0.0,0.0,0.0,0.0,1.0,25.0,26.0,625.0,650.0,676.0,219900
2021.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,229.0,0.0,1.0,48.0,29.0,4084441.0,2021.0,2021.0,4042.0,2021.0,0.0,0.0,0.0,462809.0,0.0,2021.0,97008.0,58609.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,229.0,0.0,1.0,48.0,29.0,1.0,2.0,1.0,0.0,0.0,0.0,229.0,0.0,1.0,48.0,29.0,4.0,2.0,0.0,0.0,0.0,458.0,0.0,2.0,96.0,58.0,1.0,0.0,0.0,0.0,229.0,0.0,1.0,48.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52441.0,0.0,229.0,10992.0,6641.0,0.0,0.0,0.0,0.0,1.0,48.0,29.0,2304.0,1392.0,841.0,294000
1999.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,533.0,4.0,0.0,14.0,4.0,3996001.0,1999.0,1999.0,3998.0,1999.0,0.0,0.0,1999.0,1065467.0,7996.0,0.0,27986.0,7996.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,533.0,4.0,0.0,14.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,533.0,4.0,0.0,14.0,4.0,4.0,2.0,0.0,0.0,2.0,1066.0,8.0,0.0,28.0,8.0,1.0,0.0,0.0,1.0,533.0,4.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,533.0,4.0,0.0,14.0,4.0,284089.0,2132.0,0.0,7462.0,2132.0,16.0,0.0,56.0,16.0,0.0,0.0,0.0,196.0,56.0,16.0,555000
1977.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,355.0,2.0,1.0,59.0,25.0,3908529.0,3954.0,1977.0,5931.0,0.0,0.0,0.0,0.0,701835.0,3954.0,1977.0,116643.0,49425.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,710.0,4.0,2.0,118.0,50.0,1.0,3.0,0.0,0.0,0.0,0.0,355.0,2.0,1.0,59.0,25.0,9.0,0.0,0.0,0.0,0.0,1065.0,6.0,3.0,177.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126025.0,710.0,355.0,20945.0,8875.0,4.0,2.0,118.0,50.0,1.0,59.0,25.0,3481.0,1475.0,625.0,370000
1897.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,128.0,0.0,1.0,58.0,17.0,3598609.0,1897.0,3794.0,7588.0,1897.0,1897.0,1897.0,0.0,242816.0,0.0,1897.0,110026.0,32249.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,128.0,0.0,1.0,58.0,17.0,4.0,8.0,2.0,2.0,2.0,0.0,256.0,0.0,2.0,116.0,34.0,16.0,4.0,4.0,4.0,0.0,512.0,0.0,4.0,232.0,68.0,1.0,1.0,1.0,0.0,128.0,0.0,1.0,58.0,17.0,1.0,1.0,0.0,128.0,0.0,1.0,58.0,17.0,1.0,0.0,128.0,0.0,1.0,58.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,128.0,7424.0,2176.0,0.0,0.0,0.0,0.0,1.0,58.0,17.0,3364.0,986.0,289.0,222000
1953.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,123.0,1.0,1.0,53.0,27.0,3814209.0,1953.0,1953.0,5859.0,0.0,1953.0,1953.0,0.0,240219.0,1953.0,1953.0,103509.0,52731.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,123.0,1.0,1.0,53.0,27.0,1.0,3.0,0.0,1.0,1.0,0.0,123.0,1.0,1.0,53.0,27.0,9.0,0.0,3.0,3.0,0.0,369.0,3.0,3.0,159.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,123.0,1.0,1.0,53.0,27.0,1.0,0.0,123.0,1.0,1.0,53.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,15129.0,123.0,123.0,6519.0,3321.0,1.0,1.0,53.0,27.0,1.0,53.0,27.0,2809.0,1431.0,729.0,265000
1993.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,175.0,0.0,1.0,11.0,28.0,3972049.0,1993.0,1993.0,5979.0,1993.0,0.0,0.0,0.0,348775.0,0.0,1993.0,21923.0,55804.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,175.0,0.0,1.0,11.0,28.0,1.0,3.0,1.0,0.0,0.0,0.0,175.0,0.0,1.0,11.0,28.0,9.0,3.0,0.0,0.0,0.0,525.0,0.0,3.0,33.0,84.0,1.0,0.0,0.0,0.0,175.0,0.0,1.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30625.0,0.0,175.0,1925.0,4900.0,0.0,0.0,0.0,0.0,1.0,11.0,28.0,121.0,308.0,784.0,240000
1981.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,90.0,0.0,1.0,31.0,16.0,3924361.0,1981.0,3962.0,5943.0,1981.0,0.0,1981.0,0.0,178290.0,0.0,1981.0,61411.0,31696.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,90.0,0.0,1.0,31.0,16.0,4.0,6.0,2.0,0.0,2.0,0.0,180.0,0.0,2.0,62.0,32.0,9.0,3.0,0.0,3.0,0.0,270.0,0.0,3.0,93.0,48.0,1.0,0.0,1.0,0.0,90.0,0.0,1.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,1.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8100.0,0.0,90.0,2790.0,1440.0,0.0,0.0,0.0,0.0,1.0,31.0,16.0,961.0,496.0,256.0,148800
1925.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,93.0,0.0,1.0,30.0,11.0,3705625.0,1925.0,1925.0,5775.0,0.0,0.0,1925.0,0.0,179025.0,0.0,1925.0,57750.0,21175.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,93.0,0.0,1.0,30.0,11.0,1.0,3.0,0.0,0.0,1.0,0.0,93.0,0.0,1.0,30.0,11.0,9.0,0.0,0.0,3.0,0.0,279.0,0.0,3.0,90.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0,0.0,1.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8649.0,0.0,93.0,2790.0,1023.0,0.0,0.0,0.0,0.0,1.0,30.0,11.0,900.0,330.0,121.0,100000
