PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,description.sold_price
0.27163553773275506,-2.3425134876050535,-6.825980691470923,-2.570661494460264,1.0879303505694131,1.8512376341743606,1.7512659254084006,0.381091393336215,-0.7881783933349217,-0.9900138954347615,1.1629598865176902,1.4141807149883199,-1.2419739042390372,-0.033959152461418805,0.6370669232998064,0.24573349887333687,-0.7917584409796519,0.1743742707971378,0.4629721154843761,-0.6379666603249154,0.27813769952123685,1.0404867689607977,-0.5079651122114048,0.1064499230547893,0.3932871961179896,0.004393142990622531,429000
4.759479156933408,5.666581152493552,1.8135166006189527,-1.604773625937259,0.19669043249243667,-8.878565096890656,1.9964993404704396,0.13455320683718608,3.548010155560901,1.0938689496034357,4.780523632780546,0.49728690848231205,3.332052065791132,1.4395042555020916,0.632538425032381,-0.4503199504527783,0.02383315415058389,-0.3690617834876627,0.6911142931829954,-1.0498852951040927,0.4619917972680197,-0.08573311026171501,-0.15761514446378813,-0.49999558268893257,0.045476384337403315,-0.246120990698285,685000
-1.85722624837329,4.559367623039545,3.5143859815214147,1.5616186762635509,-1.1990725883023816,-2.740629058535655,0.8944847080398243,-0.4315172314775063,-0.5182258399322995,-0.37915131416450476,-1.982882172173246,-0.6036002634498822,-0.551752568069356,-1.1485464983856077,1.0249539165156676,-0.3117904861186808,-0.4251333271153865,0.2852451753825742,-0.4315552784342591,-0.8678683164767572,0.09869294042349333,0.8235812225282133,-0.13051676095733522,0.4925360820031221,0.3564708811396104,0.07985133976332916,138000
8.165822598054593,1.7477977119739811,2.0757401250385876,0.06514100152038214,1.5788829194729348,1.437169841028665,1.3209374574783992,1.5696453164650346,-5.047718414893849,0.25220294689470385,1.96955153414867,-2.5908509465978744,1.349703866873388,0.7711792720259056,-0.16921510045909863,-0.18905357574248638,-0.2466740370334945,0.058314657040390516,0.8612385987836242,0.5479616063532853,-0.36394041548201944,-0.46193531572107,-0.3646196010225136,-0.1300605379111382,-0.07815913826513317,-0.15162358290774444,609000
1.054238535730861,0.9126908478777817,0.5619847548547171,-2.7193922568587827,-0.25823574073173416,3.163545986643403,6.221994987418158,0.8105439498960963,-1.8281821103076856,0.21054232039495402,0.023838113788911704,-0.47181490335362497,-2.439859280846628,1.4525227653633277,0.03695869980491792,0.4123776545312504,-0.4016336110240216,-0.1687689551028443,0.12129641102803909,0.7088952348959813,-0.10108149416647383,-0.0647423172582625,0.20902338478991078,-0.6949456529714969,0.003779893745847106,0.4172030353624095,270000
8.475452344299573,-4.37909624817409,7.723487018592694,-4.008945172024723,-3.5705360965012063,4.151915512385273,-0.5117290802655926,-0.38893120475883003,-0.618019872479357,1.6585386570903744,2.8966617703751782,1.5108170818328368,0.42576672128731874,-1.07386883701153,-0.1509433556869981,1.8944611436198349,2.510748132041671,-0.3064260615696179,1.2739730384501977,-0.012363720954468992,-1.1322875782545014,0.10564088305421403,-1.5240974178954698,-0.23795691378304065,1.0326402555459282,-0.3658249572741483,779000
-4.417991911293892,-4.361331443036511,2.779381369065777,0.7655329447650137,-0.0016097018080910225,1.2164779792688882,-6.061576694939917,-0.28240189981408875,0.6832203762405205,-1.1320325254323014,-2.6916795565889937,-0.23934407419373474,0.0715687793671763,0.5054875484960124,-0.3397726798395785,-0.2654134422649413,0.34737243851137284,-0.5408729300639602,0.04135357458031311,0.5884947520011926,0.43669264782881234,0.35859466582961685,0.3268665635807385,0.004070259726805395,-0.9384030070439926,-0.6100836574718299,372500
-1.7652544028926134,0.38503453777091345,0.932936389493538,5.568553175036448,-2.313919656208437,0.9826176188688303,-1.1476783852159704,3.5713050089679896,-0.3771305816573449,2.8804239926118194,-0.04804019948519678,0.7160239706284012,-1.7234746378019317,0.45301876521401263,-0.05962562896758794,0.299701434583714,0.5270430552694118,0.44571041078432,-0.4041011984604296,0.4256422851373612,-0.62636587287175,0.09599523105800725,-0.04400674196510282,0.792905189925037,-0.5104278550930058,1.03087656942775,270000
7.925226138109732,5.07865267063041,1.9260787066038016,-1.4592390310753809,-2.1973222608053615,-2.7990614099445805,1.7322032550407362,-3.857792781915193,4.729492760759104,-6.759933333077904,-2.835501514086472,-0.9780259711611842,-3.3438942812127093,1.8006064289493906,0.23477491620045146,0.3949430229822371,-0.46469407222048037,-0.6520802558808417,-1.0007110346091994,0.3397158593633516,-0.10409390997526509,0.7898007671602562,-0.11301083766728424,-0.16740763665026795,-0.1942040520119285,0.13703702230161366,370000
-5.3104526415257265,2.940118170097912,-0.6019311312690457,-2.5709025724614394,1.0580559729257173,1.5977696373111496,-0.5049053329193578,2.097953609930712,-2.4234425168583003,1.41958508178545,-0.29717088406901765,-1.467719887137439,0.4873784721112982,0.10477186242391985,-0.40133305385187773,-0.6832235825611501,0.5505057742096912,0.6680391260521091,0.41051529483989163,-0.09661904180792384,-0.1956186880535,-0.7121291356000842,0.6627746182910873,-0.44921052653750115,0.07792485239575363,-0.5446471696984659,128700
