PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,description.sold_price
1.0041789666319876,-0.6006724950321147,1.200419241312121,-1.7141356209239824,-0.6612296816365805,-0.6719292987715463,1.0616130715030618,0.2873370721212427,0.08396292107359257,1.236252520761483,-0.934306197461164,-0.0016415385356872948,-0.692297789880112,185000
-0.4011260994468793,-1.9972196771544706,0.18136279120739662,-0.11409616208510656,7.439272522363949,5.751720831561578,0.10620940064551025,-1.7068774792365249,-0.7694549712091999,-1.3084412897353102,-0.08039810730477889,0.40853660255364993,-0.46665089120349607,290000
1.314368890887225,0.6559870246721391,-0.7187055336397531,-0.4954346841336328,-0.8168562549027363,0.13230269251495314,-1.3859616352919537,0.692389114745404,-0.09129219656820028,0.5687556063426462,0.04695395225880433,1.0934146618782423,-0.19944580664933528,355000
0.41400188218465456,0.05199639745531012,-0.3488955769596003,-1.3895290412904495,0.7271669074398405,-0.22688422214730172,1.7839324501818759,-0.78141624431582,-0.07216572440353716,-0.3759026654093961,0.5945138016419558,1.0154631785739894,-0.315631510677119,410000
-0.859709004290912,0.01881962566120455,1.8531410729046431,-1.1323578961133698,0.23425549400162282,-1.1133467983717464,-0.8503390043590068,-0.8888170362354596,0.036708951748294597,-0.25077875431172236,1.066083720419675,-0.287515863720851,-0.4053220818874566,259000
1.2103788617157127,1.1614206895030708,-1.083771002180833,-0.6959986460786206,-1.0352030699272292,0.5471342698373021,-1.0776524620544694,0.26526823321855536,-0.11187528718631931,0.008153851707907193,0.2858171746921055,0.02253114419149922,0.11089778294348276,312000
0.260817357280659,-0.9247706639166622,-1.0819403245572465,-0.7195940190719664,0.4581255348491054,0.9238298489455102,-0.5196519438469331,1.0629743912712244,-0.022229139328897078,-1.3200834129819947,-1.0263466856212284,0.042483062971807296,-0.16817165690941646,170000
3.4158104642359537,-1.115960383346684,-1.273032116145357,0.984836874251952,2.704127597224255,-2.3502850234770847,-0.055292318600406995,0.5364818533506175,-0.10005672405161388,0.8118179165044337,-0.9984651113692399,0.9040014754149943,-0.5798831308563477,650000
2.794747970265931,-0.20487429573249172,1.1219070280035852,-0.12384931552203093,1.6686106988930414,-0.12226320648464631,-0.5888312441657834,-0.20133648472653035,-0.3240401092768067,-0.3684524214172218,1.4043714378708012,0.07928356327234483,-0.19012914631417355,315000
1.1527392300906403,-0.9701506693935701,0.6976493568651816,-1.743529792492763,-0.7833506054935561,0.5416372476095944,1.0765538175424259,-1.1737027225184742,1.5940073733820272,0.9167686318344287,-0.18086511092674076,-0.05131735357409253,-0.22624397428445833,319999
0.3498073373992633,-1.1021803681930555,-0.3151808513844623,0.12403973229600164,-0.42136168069761687,-0.2602475852511778,-1.5516036134735454,-0.7025279612543028,1.8119973838259702,0.02325130325047159,1.7488371023963214,-1.2917535816079797,1.0093131130023747,190000
1.6190479726743263,-1.2237370269086008,0.5585046058213001,0.6237848468325847,-0.2815077670690316,-0.8814481919362245,0.03587263511283402,0.4468385008230308,-0.6000074961030245,-1.5267139927927458,-0.2650223701082525,0.046901019280205236,-0.17707836115985218,340000
-0.9467762899596877,0.8277180163195359,-0.9407745866726024,0.16459595883875766,-0.7260091999154235,0.6667418156104493,0.45158269339181534,-0.8534954711744617,-0.43598699664457674,-0.20929852793367423,-1.2866396730995882,1.290525201155546,0.022741328630770802,357000
-1.5093970059126092,-0.09108356005906983,2.0714487473243737,-1.146830426654186,0.4335163949799654,-0.4653013637238351,-0.8421683302279216,-0.65626883802748,0.5337606611038079,0.28443853413142134,0.016828148994106083,0.46689236588571703,-0.12959309564048063,275000
-3.0380133517963177,-3.4377814767516135,-0.3062936208058485,2.060118926568619,-2.109811805089066,1.0000154271579424,-0.8487473555526666,-0.1731784871980095,0.2658456938718239,-0.348756145427977,1.1260674659684031,-0.06600667925116989,-0.9151263094636838,100000
-0.06133418215745246,1.8325072352007545,-1.5995940823323767,1.2137613553470716,-0.48515879879086904,-1.46003543024613,-0.8629700119380312,-1.3881733381996755,-0.6396294948744579,1.5844165847387133,2.348006490793424,0.4883573578636801,-1.4461603933424787,399950
1.863068647030361,0.8698103976456649,1.085955357953958,0.8748995737029412,-0.44587920442934,0.33981774021823374,-0.14339101939211799,-0.3781009380003082,-0.22582920850168187,-0.7736251028481095,0.14085715333793752,-1.0691993450773425,0.23302222960178703,410000
-0.41595595118542183,-0.22129173748202113,1.3655348740212776,0.2066714519257259,-0.27004305347615,0.3685304834100444,-1.8748566476902353,0.6539511155983612,0.3235708920941633,-0.6585468169719589,-0.46357514273843997,-0.37558648463772737,-0.13093445059317962,300000
-1.6514468856258882,-0.3231477505310817,-2.2751743224504253,0.7860562566745227,5.43716396745286,4.701087351255665,-0.00015965805508922482,-1.106138376968232,-0.21453173575067144,0.5087115739437947,0.05984600791945327,1.1761110691717356,0.4894389720035764,690000
-0.05630886354694159,-1.1779891017132915,-1.8417758524847814,-0.10729863881913908,1.2785296278761071,0.15696781548315508,-0.25698353972577365,1.1493397373274592,0.6177335401737306,0.056042974357488805,-0.8555496362636243,-0.10819702057566784,0.28531616658406334,258000
-0.15471706727536566,-1.0783301552420745,-1.6134509491635924,0.02422928664096584,0.23239153796441087,-0.7068373579416539,-0.2127946726687529,1.3836343438474217,0.6735442472895145,0.20343013772069768,-0.9320057953678127,0.12126626291411126,0.2809474104706173,225000
-0.8499846198508206,-1.0880210983050138,-0.04128831955595327,-0.4507823562820213,-0.4523588997156281,0.18467537950548735,0.54248377955231,0.7578620408087533,0.09839728270865153,1.7126534126525983,0.2676872984495201,-0.9577454394455355,-0.6978624048092923,100000
-1.7594798319981575,-0.9385677373372865,0.4098956337449955,-0.3720073036434798,-0.2302792860686281,-0.11236032032744057,-0.5255561890163902,-0.7958286494269446,-0.5284108738733065,-1.120986212988365,-0.6004035366749476,0.2434398978948237,-0.14190889420165723,261000
