description.year_built,description.sold_price,description.baths,description.garage,description.stories,description.beds,num_days,central_air,dishwasher,fireplace,basement,price_per_sqft,median_value_per_sqft,description.type_encoded,city_encoded
2010,822500,3,2,1,2,127,1,1,1,0,368,2,0,32
1978,374000,3,1,2,4,105,1,1,0,1,214,0,1,16
1923,300000,2,1,1,3,70,1,1,1,1,158,1,1,24
1972,293500,1,1,1,3,78,1,1,1,1,257,0,1,0
1961,700000,3,2,1,3,36,0,0,0,0,317,7,1,47
1900,412000,2,5,1,3,42,0,1,0,1,249,2,1,12
1992,236500,2,2,1,3,84,0,0,1,0,147,1,1,34
2002,435000,3,2,1,4,36,1,1,1,1,181,0,1,36
1967,68000,1,1,1,1,53,1,0,0,0,95,0,0,58
1995,315000,4,1,3,3,27,1,1,1,1,176,0,2,25
1966,60000,1,1,1,2,111,0,0,0,1,66,0,1,19
1850,339000,1,1,1,3,54,0,1,0,0,250,1,1,12
1972,570000,3,2,2,4,92,1,1,1,1,206,3,1,14
1943,305000,2,1,1,3,-4,0,0,0,0,220,1,1,34
1923,232000,2,1,2,3,96,0,1,0,1,133,0,1,23
1979,675000,4,2,2,5,128,1,1,1,1,204,1,1,4
1966,125000,1,1,1,3,52,0,0,0,0,107,0,1,19
1982,235000,2,1,1,4,160,0,0,0,1,171,0,1,24
2006,299000,2,2,1,3,37,1,1,1,0,175,1,1,58
2007,510000,4,4,1,3,123,1,1,1,1,121,0,1,16
2002,375000,3,1,2,3,41,1,1,0,0,228,2,0,2
1958,335000,1,2,1,3,105,1,1,0,1,217,2,1,36
1960,225000,2,1,2,3,41,0,1,0,1,123,0,1,29
1942,315000,1,1,1,2,94,1,0,0,0,278,0,1,52
1920,305000,2,1,3,4,90,1,1,1,1,131,0,1,23
1940,705000,2,1,2,3,38,0,1,1,0,397,3,1,50
1965,219000,2,1,2,3,120,1,0,0,0,199,1,0,2
1947,487000,1,1,1,2,266,0,0,0,0,720,1,1,49
1994,241500,3,1,2,3,40,1,0,0,0,150,0,2,23
1997,515000,3,2,1,4,40,0,0,1,0,234,1,1,54
1976,435000,2,2,1,3,53,0,0,1,0,304,0,1,7
2002,575000,3,2,2,4,113,1,0,1,0,257,1,1,52
2021,430000,3,2,2,3,76,1,0,0,0,286,3,0,52
1945,621000,1,1,1,2,0,0,1,1,0,621,3,1,6
1960,95000,1,1,1,3,30,1,0,0,0,102,0,1,44
1982,417000,3,2,2,4,76,0,0,1,0,146,1,1,34
1927,221500,1,1,1,2,60,0,1,0,1,256,1,1,53
1956,106000,1,1,1,3,69,0,1,0,0,123,0,1,39
1989,640000,2,2,2,2,86,1,0,1,1,242,2,2,32
1953,283500,1,1,1,3,92,1,1,0,1,277,0,1,0
1985,375000,3,1,1,4,56,1,1,0,1,195,1,1,0
2011,755000,5,3,2,4,148,0,0,0,0,209,1,1,47
1990,400000,3,1,2,3,42,1,1,1,0,247,1,1,49
1940,245000,2,2,2,3,50,1,1,0,1,176,0,1,15
1998,312000,2,2,1,3,52,1,1,1,0,192,1,1,58
1979,190000,2,2,1,2,62,0,1,1,1,102,0,2,32
1957,162000,2,1,1,3,211,0,0,0,0,112,0,1,34
1941,272000,2,1,2,3,77,1,1,0,1,197,0,1,15
1925,425000,3,1,1,5,56,0,1,1,1,116,1,1,24
1958,350000,2,1,1,3,15,0,0,0,0,236,3,1,47
1984,169000,2,1,1,3,75,0,0,0,0,93,0,1,40
1960,255000,2,1,1,3,37,1,1,1,0,242,0,1,10
1968,130000,1,1,1,3,70,1,0,0,0,138,0,1,44
1953,107000,1,1,2,3,21,1,0,0,1,87,0,2,23
2001,350000,2,2,1,3,36,1,1,1,0,212,1,2,58
1907,125000,2,1,3,4,63,0,0,0,1,66,0,2,23
1976,200000,1,1,1,3,83,0,0,1,0,112,1,1,19
1976,238000,3,2,2,3,147,1,1,1,0,123,1,1,44
1955,283000,2,1,1,3,138,1,1,1,1,127,0,1,23
1923,235001,2,1,2,3,266,0,0,0,1,150,1,1,48
1956,642500,2,1,1,4,30,1,1,0,1,314,1,1,5
1953,354900,3,2,1,3,97,1,1,1,1,227,0,1,15
2014,400000,2,2,1,3,37,1,1,0,0,332,2,1,54
2019,710000,4,2,3,3,14,1,1,1,0,395,1,2,55
1979,469000,2,2,1,4,53,1,1,1,0,308,0,1,52
1948,785000,2,2,1,3,29,1,0,1,0,590,5,1,52
1954,380000,3,2,2,4,-3,1,1,0,0,176,0,1,10
1954,239900,1,1,1,3,54,0,0,1,0,185,0,1,25
1970,145000,1,1,3,3,85,0,0,0,1,80,0,2,60
1956,187000,1,1,1,3,51,1,1,0,1,173,0,1,32
1954,135000,1,1,1,3,91,0,0,0,0,120,0,1,34
1952,69500,1,1,1,2,43,1,0,0,1,96,0,1,15
1980,199900,2,1,1,2,74,1,1,0,0,162,3,0,36
1953,562000,2,2,1,3,27,1,0,1,0,370,4,1,52
1935,360000,1,1,1,1,79,1,1,0,1,684,0,0,6
2015,360000,3,3,1,4,45,1,1,0,1,134,0,1,32
1924,92500,1,1,1,2,142,1,0,0,1,112,0,1,28
1956,295000,1,1,1,3,50,0,1,1,1,228,0,1,20
2010,705000,3,2,1,3,164,1,1,0,0,414,2,0,5
1945,170000,3,1,1,3,122,1,0,1,0,54,0,1,40
1925,225000,2,1,2,3,32,1,1,1,1,111,0,1,32
2004,515000,3,2,2,4,100,0,1,1,0,142,0,1,50
1966,64975,0,1,1,0,67,0,0,0,0,36,0,1,10
1944,306000,2,1,1,3,78,1,0,0,0,229,1,1,50
1996,530000,4,2,2,3,-2,1,0,1,0,193,2,1,28
2003,162450,1,1,1,3,144,0,1,0,1,161,0,1,29
1952,295000,2,1,1,4,40,1,1,0,0,199,0,1,50
1958,515000,3,2,1,3,109,1,1,1,1,254,4,1,36
1978,139900,2,1,1,4,28,0,1,1,0,93,1,1,40
1973,219000,1,2,1,1,62,1,1,0,0,345,0,0,14
2021,585000,3,2,2,4,104,1,1,1,1,211,0,1,16
1989,475000,3,1,2,4,35,1,1,1,0,252,0,1,25
2023,442015,4,3,2,4,72,1,1,1,0,173,1,1,63
1973,370000,2,1,1,3,48,0,0,0,1,171,1,1,48
1986,810000,3,2,3,5,59,1,0,1,1,291,0,1,2
1967,189000,1,1,1,1,81,1,1,0,0,221,0,0,14
1980,310000,1,1,1,1,49,1,0,0,0,414,1,1,49
1960,262500,2,2,1,3,44,1,0,0,1,160,0,1,32
1977,278000,2,1,1,4,159,1,1,1,0,149,0,1,58
2005,525000,2,1,1,2,218,1,1,0,0,323,1,0,49
2021,425000,3,2,1,3,53,1,1,1,1,169,1,2,32
1946,345000,1,1,1,2,135,0,0,1,0,323,1,1,7
1985,675000,4,3,2,4,60,1,1,1,1,182,1,1,56
2023,497900,3,2,2,3,67,1,1,1,1,327,1,1,23
2001,460000,2,2,1,3,91,0,0,0,0,343,1,1,7
1975,172500,2,1,1,4,34,1,1,0,0,101,1,1,40
1950,530000,1,1,1,2,100,1,1,1,0,553,1,1,52
1920,420000,1,1,1,2,74,1,1,1,0,386,1,1,5
1994,211000,2,1,1,3,34,1,1,1,0,200,0,1,58
2014,261900,2,2,1,3,38,1,0,0,0,146,1,1,44
2007,745000,3,1,2,2,92,1,1,1,0,361,14,2,36
1875,202000,2,1,2,2,92,1,1,1,1,146,1,2,24
1965,357000,2,1,1,3,69,1,0,0,0,353,2,1,52
2007,250000,2,2,1,2,56,1,1,0,1,205,4,0,36
1989,178000,1,1,1,2,44,1,1,1,0,169,0,0,0
1951,250000,1,1,1,2,56,1,1,0,1,252,1,1,53
1955,755000,3,1,1,4,22,1,1,0,1,338,4,1,14
2005,350000,2,1,1,2,101,1,1,0,0,330,1,0,5
1854,330000,2,2,1,3,83,0,0,0,1,198,1,1,48
2007,487000,3,2,2,3,207,1,1,1,0,211,2,1,54
2013,295000,3,1,2,3,80,1,1,0,1,122,0,2,23
2023,380000,3,3,1,4,65,1,1,1,0,183,1,1,63
1966,220000,1,1,1,3,95,0,1,0,0,122,0,1,10
1968,188000,2,2,1,3,43,1,0,0,0,148,0,1,44
1973,600000,3,1,3,3,124,1,1,1,0,297,3,1,2
1946,335000,2,1,2,3,84,1,1,0,1,204,0,1,15
1998,205000,2,1,1,3,47,0,0,1,0,112,1,1,34
1910,550000,1,1,1,2,63,0,1,0,1,521,3,0,6
1949,360000,1,1,1,2,92,1,1,0,0,455,3,1,14
1987,260000,3,2,3,2,78,1,1,0,1,176,0,1,23
1962,428000,2,1,1,5,52,1,0,0,1,211,1,1,14
1967,178000,2,1,1,4,62,1,1,1,0,94,1,1,40
1947,450000,2,1,2,3,21,1,1,1,1,294,2,1,2
1955,115000,1,1,1,2,87,0,0,0,0,152,0,1,34
1917,225000,2,1,1,3,450,0,1,0,1,192,1,1,24
1972,69000,2,1,2,4,94,1,0,0,1,47,0,1,29
1975,430000,2,1,3,4,64,1,1,1,1,231,0,1,2
2003,272500,2,3,1,3,81,1,1,1,0,125,1,1,44
1948,266900,2,1,1,3,54,1,1,1,0,163,0,1,23
1966,556000,2,1,1,3,54,0,1,0,1,436,1,1,6
2005,472500,3,2,1,3,76,1,1,1,0,231,1,1,58
1977,369900,2,2,1,3,65,0,0,1,0,273,2,1,54
1985,550000,3,2,2,4,38,1,1,1,1,214,1,1,11
1980,118000,2,1,1,2,51,1,1,0,0,118,0,0,16
1989,310000,3,1,1,4,150,1,1,1,0,98,3,1,40
1994,227000,2,2,2,4,65,1,1,0,0,140,0,1,10
1973,349500,1,1,2,3,62,1,0,0,1,325,3,1,36
1966,169900,1,1,1,2,47,0,1,0,1,212,2,1,19
1966,350000,2,1,1,3,35,1,1,0,1,291,3,1,36
1951,114000,2,1,1,4,119,0,0,1,1,105,0,1,15
1880,315000,2,1,3,4,79,1,1,0,1,137,0,1,16
1987,385000,4,2,2,4,167,1,1,1,0,117,3,1,40
1981,520000,4,2,2,3,72,1,1,1,1,184,1,1,32
2002,385000,3,1,2,3,184,0,0,0,0,305,0,1,7
1993,410000,3,2,2,3,65,1,1,1,1,195,3,1,36
1986,240000,2,2,1,3,31,0,1,1,0,163,1,1,57
1910,610000,1,1,1,2,128,0,1,0,1,948,3,0,6
1947,405000,2,1,2,3,91,1,1,0,1,310,3,1,36
2015,364500,3,2,1,3,52,1,0,1,1,158,0,2,32
1994,283000,2,2,1,4,54,1,1,1,0,136,2,1,40
1925,335000,2,1,1,3,64,0,0,1,1,152,1,1,54
1957,208000,1,1,2,3,28,1,0,0,1,190,0,1,23
1950,215000,1,1,1,4,217,0,0,1,1,139,0,1,24
2006,439000,3,1,2,2,124,0,1,1,0,262,1,1,46
1956,495000,2,2,1,3,16,0,1,1,0,347,2,1,46
1965,450000,2,1,2,4,20,1,0,1,1,409,0,1,2
2011,298800,2,3,1,3,42,1,1,1,0,153,1,1,44
2020,515000,4,2,2,3,64,1,0,1,1,219,3,1,62
1965,376500,3,1,2,4,23,1,1,1,1,155,0,1,50
1976,375000,3,1,1,4,109,0,1,1,0,181,1,1,0
1932,719000,4,2,2,3,78,1,1,1,1,292,3,1,53
1931,310000,1,1,1,1,91,0,0,0,1,434,0,0,14
1975,245000,2,2,2,3,32,1,1,0,1,160,0,1,32
1992,470000,2,2,1,3,105,0,1,1,0,290,2,1,46
1955,522500,2,2,1,3,70,1,1,0,1,315,3,1,14
2023,718000,3,3,1,3,125,1,1,1,0,250,2,1,17
1907,200000,2,1,3,5,91,0,0,0,1,101,0,2,60
2004,347000,2,2,1,3,111,0,1,0,0,271,2,1,54
1997,318000,2,1,1,2,77,1,1,1,0,317,2,0,14
2016,267500,2,2,1,3,77,1,1,1,0,154,0,1,17
2016,495000,2,2,1,4,195,0,0,1,0,262,1,1,54
1927,541000,3,2,2,5,59,0,0,0,1,139,0,1,48
1947,472000,2,1,1,3,55,1,1,1,0,404,3,1,52
1998,249900,2,1,3,3,54,1,1,0,1,138,0,2,16
1910,420000,2,1,1,2,96,1,1,0,0,417,8,0,36
2001,470000,2,2,1,3,53,0,0,0,0,308,4,1,47
1965,340000,3,2,2,4,32,1,0,1,1,98,1,1,28
1989,163000,2,2,2,2,3,0,0,1,0,108,1,0,28
1996,475000,4,2,2,4,72,1,0,0,1,190,1,1,23
1926,203000,1,2,1,3,62,0,0,0,1,150,1,1,53
1992,331000,2,2,2,4,-9,1,1,0,0,147,0,1,10
1900,160000,1,1,1,2,78,1,0,0,1,185,0,1,32
1940,415000,1,2,1,3,39,1,1,1,0,321,3,1,52
1966,159900,2,1,1,3,89,0,0,0,0,91,0,1,34
1952,450000,1,1,1,2,147,0,1,0,0,504,3,1,14
1948,280000,1,2,1,2,64,1,0,1,0,217,1,1,28
1966,91000,0,1,1,0,99,0,0,0,1,33,0,1,8
1898,220000,2,1,1,2,56,0,0,0,1,145,1,1,24
2014,452000,3,2,2,4,87,0,1,1,0,233,0,1,61
1998,415000,4,3,2,3,95,1,1,1,1,122,1,1,32
1992,667500,3,6,2,3,106,1,1,1,0,219,3,1,46
1953,265000,2,1,1,3,57,0,0,1,1,123,1,1,48
1965,159000,2,2,1,3,43,1,1,1,0,97,0,1,40
1956,240000,2,1,1,3,155,1,0,1,0,178,0,1,25
1968,68250,2,1,1,3,99,1,0,0,0,26,0,1,40
1973,205500,2,1,1,4,31,0,1,0,0,136,0,1,19
1996,644000,4,3,2,6,131,1,1,1,1,160,0,1,32
1993,410000,2,2,1,4,13,1,1,1,0,224,0,1,58
1945,188000,2,1,1,4,31,0,0,1,1,136,0,1,5
1989,703125,4,2,4,4,76,1,0,1,1,148,1,1,23
1900,191000,1,1,2,2,43,0,0,0,1,216,1,1,53
2014,641450,3,2,2,5,92,0,1,1,0,197,0,1,49
2001,345000,2,2,1,3,50,1,1,1,1,224,1,1,23
1948,214400,1,1,1,3,51,0,0,0,0,191,1,1,54
1958,375000,2,2,1,3,26,0,0,1,0,256,2,1,54
1984,145000,2,1,2,2,31,1,1,0,0,156,0,2,58
1985,311500,3,1,2,2,172,1,1,1,0,204,1,2,49
1983,136000,1,1,1,1,102,1,1,0,0,194,0,0,55
2005,235000,2,2,1,3,0,1,0,1,0,158,1,1,28
1952,492450,2,1,1,4,85,0,1,0,1,260,2,1,14
2016,460000,3,2,2,3,53,1,1,1,1,229,3,1,62
1930,277875,2,1,1,4,75,0,1,1,1,170,1,1,0
1997,437000,3,2,2,3,33,1,1,1,0,212,1,1,49
1955,86000,2,1,1,3,68,0,0,0,0,63,0,1,8
1979,364900,1,1,1,2,149,0,1,1,0,315,0,1,46
2004,330000,3,1,1,5,63,1,1,0,1,136,0,1,29
1959,305000,2,1,1,3,39,1,1,0,0,150,1,1,10
1965,433000,2,1,1,3,29,1,0,0,0,268,2,1,2
1983,215000,2,2,1,3,36,1,1,1,0,125,1,1,44
1914,140000,1,1,2,3,100,0,0,0,1,127,0,1,60
1963,375000,2,1,1,4,36,1,1,1,0,258,0,1,25
1972,527500,1,2,1,2,49,1,1,1,0,492,1,1,52
1985,392000,2,2,1,3,34,1,1,1,0,346,2,1,52
1968,450000,3,2,2,4,61,1,1,1,1,221,0,1,36
1954,109000,1,1,1,2,50,0,0,0,1,151,0,1,15
1999,229000,2,2,1,2,102,1,0,1,0,140,0,0,23
1999,485000,3,2,2,4,154,1,1,1,0,230,0,1,46
1925,707000,3,2,2,3,85,1,0,1,1,216,1,1,32
1962,275000,1,1,1,3,65,1,1,0,1,264,0,1,0
1960,185000,1,2,1,3,76,1,0,0,1,184,0,1,15
1955,630000,2,2,1,2,41,1,0,0,1,482,3,1,6
2003,250000,3,1,2,3,91,1,1,1,0,156,0,2,5
2020,425000,2,2,2,2,55,1,1,0,0,281,3,1,14
1968,530000,2,2,1,4,36,1,1,1,0,332,0,1,52
1986,460000,2,2,1,3,42,1,1,1,0,340,2,1,46
1961,290000,2,1,1,3,44,1,0,0,0,245,0,1,49
2004,527000,2,2,1,2,168,1,1,1,0,290,1,1,52
1971,575000,3,2,1,3,106,0,0,1,0,307,1,1,7
1985,158000,1,1,1,2,19,0,1,0,0,214,3,0,36
1950,305000,2,1,1,4,54,0,0,1,1,153,0,1,24
1995,333500,2,1,1,3,64,1,0,1,0,252,0,1,49
1964,465000,2,2,2,3,-1,0,0,0,1,195,2,1,54
2005,165000,2,1,1,2,85,1,0,0,0,173,1,1,44
1999,172000,2,1,1,3,121,1,0,0,0,151,0,1,58
1984,200000,3,3,2,2,19,1,1,0,0,184,1,2,58
1987,387900,3,1,2,4,15,1,1,1,0,160,0,1,25
1920,160000,1,1,1,2,95,1,0,0,1,164,1,1,28
2023,903000,4,3,2,5,24,1,0,0,0,266,1,1,52
1960,750000,3,2,1,3,37,1,0,1,1,291,4,1,14
1988,123000,2,1,1,2,162,1,1,0,1,126,1,0,24
1972,415000,5,1,2,4,87,0,0,1,1,113,0,1,19
1979,230000,2,2,1,3,52,1,1,1,0,139,1,1,44
2013,300000,2,1,1,2,52,1,1,0,0,249,0,2,16
2020,300000,3,1,2,2,76,1,0,0,0,238,2,1,28
1940,144000,1,1,1,2,44,1,1,0,0,134,0,1,10
1930,315000,1,1,2,3,57,0,0,0,1,218,1,1,48
2002,457000,4,2,2,3,57,1,0,1,1,211,4,1,36
1920,431000,2,1,1,3,97,0,0,1,1,273,2,1,48
1939,530000,2,1,2,4,56,0,0,1,0,230,1,1,34
2019,343000,1,1,2,1,230,0,0,0,0,547,1,0,52
1982,375000,3,1,2,3,71,0,1,1,0,226,0,1,49
2021,360000,3,2,2,4,0,1,0,0,0,121,1,1,28
1966,57054,0,1,1,0,142,0,0,0,0,31,0,1,10
1930,345000,2,1,2,4,60,0,0,0,1,223,0,1,48
1997,820000,3,3,2,5,51,0,0,1,0,289,1,1,7
2023,280000,2,2,1,3,63,1,1,0,0,216,1,1,44
1968,395000,3,2,1,3,44,0,1,0,1,147,3,1,36
2005,275000,3,1,2,3,159,1,0,0,0,158,0,2,16
2006,356000,3,1,2,3,60,1,1,1,0,171,0,1,49
1945,88500,2,1,2,4,67,0,0,0,0,63,0,1,40
1959,210000,2,1,1,3,37,1,0,0,1,130,0,1,23
1951,441000,1,1,1,2,36,1,1,1,0,360,1,1,50
1973,415000,2,2,1,3,145,0,0,1,0,208,4,1,47
2000,383000,3,1,2,3,49,1,1,1,0,248,1,1,49
1920,295000,1,1,1,1,75,1,1,0,0,307,6,0,50
1947,412000,2,2,2,3,49,0,0,1,1,181,2,1,48
1986,161500,2,1,2,2,57,1,0,1,0,172,1,0,28
1966,61050,1,1,1,3,108,0,0,0,0,55,0,1,8
1992,255000,2,2,1,3,38,1,0,1,0,172,0,1,11
1976,565000,3,2,3,3,78,1,0,1,1,217,3,1,2
2019,460000,3,2,2,3,35,1,1,0,0,260,1,1,58
1986,332000,2,1,2,4,55,1,1,0,1,185,1,1,27
1966,125000,2,1,1,3,32,0,0,0,1,47,0,1,19
1953,985000,2,1,2,4,27,1,1,1,1,533,1,1,2
2014,632500,4,3,2,4,71,1,1,1,0,165,2,1,44
1974,513000,3,2,2,4,39,1,1,1,0,278,0,1,52
1973,258000,2,1,2,3,71,1,0,1,1,124,0,1,32
2004,405000,3,1,2,5,103,1,0,1,0,131,0,1,16
1920,400000,1,1,1,3,69,0,0,0,1,380,0,1,6
1916,705000,4,2,2,4,71,1,1,1,1,271,3,1,53
1974,300000,2,2,1,3,83,1,0,0,1,153,0,1,32
1997,512000,2,1,2,4,0,1,1,0,1,185,0,1,57
1962,153000,2,2,1,3,93,1,1,1,0,104,0,1,44
1995,260000,3,2,1,3,74,1,1,0,1,136,0,1,32
2017,575000,3,2,2,4,40,0,1,0,0,234,0,1,46
1999,505000,3,2,2,4,121,1,0,0,0,196,0,1,16
1984,264900,4,1,1,2,42,1,1,1,1,167,1,0,11
2021,305000,3,1,1,3,97,1,1,0,0,174,1,1,18
1978,206000,3,2,2,2,124,1,0,1,1,140,0,1,32
1999,530000,4,2,3,4,67,1,1,1,1,244,1,2,5
1978,421480,3,2,1,3,49,1,0,1,0,182,1,2,49
1989,265000,3,2,2,4,73,1,0,1,1,174,0,1,28
1961,399950,1,4,1,3,29,0,1,0,0,368,2,1,46
1958,465000,2,1,3,3,76,1,0,0,0,287,4,1,21
2008,332500,3,2,2,3,66,1,1,1,1,188,0,1,15
1955,415000,2,1,2,2,68,1,1,0,0,320,2,1,58
1996,705000,2,3,1,3,76,0,0,1,0,324,1,1,7
2005,270000,3,1,3,3,139,0,1,1,0,165,0,0,49
2008,390000,3,1,2,3,55,1,1,1,0,236,1,2,49
1999,450000,4,2,1,4,-125,1,1,1,0,170,1,1,10
1994,282000,2,2,1,3,48,1,1,0,0,181,1,1,58
2005,214000,2,2,1,3,65,1,1,1,0,127,1,1,57
2004,315000,3,2,2,3,105,1,0,1,0,137,1,1,28
1964,285000,2,1,1,4,40,1,0,0,1,136,0,1,16
1957,300000,2,2,1,3,21,1,0,0,1,209,2,1,36
1954,120000,1,1,1,3,45,1,1,0,0,138,0,1,1
1910,910000,1,1,1,2,105,1,1,0,1,1034,5,0,6
1959,259500,2,2,1,3,40,1,0,1,1,239,0,1,15
1969,700000,3,1,2,5,40,1,1,1,1,291,0,1,2
1967,399000,3,1,2,4,63,1,1,1,1,202,0,1,49
1966,59400,2,1,1,3,69,0,0,0,1,42,0,1,9
1978,320000,2,2,1,3,58,0,1,0,1,223,2,1,36
1966,114580,2,1,1,3,165,0,0,0,1,86,0,1,0
1907,136000,1,1,2,3,125,1,0,0,1,94,0,1,15
1947,100000,2,1,2,3,50,0,1,0,0,83,0,1,29
1995,246500,3,1,2,2,70,1,0,1,0,200,0,2,49
1950,100000,1,1,1,3,106,0,0,0,1,67,0,1,40
2001,245000,2,1,1,3,32,1,1,0,0,244,1,1,50
1987,335000,2,1,1,3,38,1,1,0,0,217,0,1,49
1930,340000,2,1,2,3,74,0,0,0,1,139,1,1,48
1957,262500,2,1,1,4,39,1,1,0,1,187,1,1,53
1956,75000,1,1,1,3,14,1,1,0,1,55,0,1,29
2003,349000,3,2,1,3,41,1,1,1,1,143,0,2,32
1891,195000,1,1,1,3,35,0,1,0,1,143,1,1,53
2002,200000,1,1,1,2,98,1,1,0,0,188,0,1,0
2005,690000,4,3,2,4,46,0,0,1,0,220,1,1,47
2018,450000,2,2,1,2,97,1,1,0,0,231,0,1,16
1920,142000,1,1,2,3,60,0,0,0,1,122,1,2,21
1928,327500,2,2,2,4,41,1,1,1,1,162,1,1,44
2003,368000,2,1,1,2,62,1,1,1,0,361,3,0,14
1977,420000,2,1,3,4,25,1,1,1,1,269,0,1,2
2022,439900,4,2,2,4,102,1,1,0,1,144,4,1,40
1979,197000,2,1,2,3,98,1,1,1,1,102,0,1,29
1999,555000,2,1,1,2,58,1,1,0,0,533,4,0,14
1955,134000,1,1,1,2,11,0,0,0,1,170,0,1,32
1992,365000,2,2,1,2,41,0,0,0,0,297,1,0,7
2003,430000,3,1,2,3,81,0,1,1,0,317,2,1,46
2006,530000,3,2,2,4,41,0,1,1,0,232,0,1,46
1910,770000,1,1,1,1,98,0,1,0,1,974,1,0,6
2001,335500,2,2,1,3,-1,0,0,0,0,190,0,1,7
1960,592790,2,2,1,3,27,0,0,1,0,374,3,1,54
1996,625600,3,2,1,4,32,0,0,0,0,292,1,1,47
1977,167000,3,1,2,3,58,1,0,1,1,113,0,1,29
1978,290000,2,1,2,4,575,1,0,0,1,163,0,1,16
2000,700000,3,3,2,4,80,0,0,1,0,258,1,1,7
1947,355000,2,1,1,4,105,1,1,0,0,216,1,1,54
1908,224325,2,2,1,3,35,0,1,1,1,134,1,1,53
1995,170000,2,2,1,2,27,1,0,0,0,153,0,2,32
1966,253000,2,1,2,3,38,0,1,1,1,171,1,1,19
2001,750000,3,3,2,4,113,1,0,0,0,418,2,1,54
1942,135000,1,1,1,2,37,0,1,0,1,125,0,1,29
1977,360000,4,2,2,3,41,1,1,1,0,101,1,1,44
1980,93950,0,1,1,0,82,0,0,0,0,782,0,0,46
1900,700000,4,1,1,5,77,1,0,1,1,159,2,1,24
2003,325000,3,2,2,3,29,1,0,0,0,125,1,1,28
1962,300000,4,1,1,4,44,1,0,1,0,171,1,1,0
1977,370000,1,2,1,3,124,0,0,0,0,355,2,1,54
1950,261000,1,1,1,3,69,1,0,0,1,143,1,1,28
1934,300000,2,1,1,2,542,0,0,1,0,229,0,1,7
1993,515000,2,2,1,3,42,1,1,1,0,310,2,1,46
1910,699000,3,1,3,3,105,1,1,1,1,293,3,1,50
2002,650000,3,2,1,3,26,1,1,1,0,308,1,0,49
1915,905000,5,1,2,6,68,1,1,1,1,216,0,1,49
1930,150000,1,1,1,3,46,1,1,0,0,130,0,1,10
1929,300000,2,1,2,3,115,0,1,0,1,200,1,1,60
1980,210000,2,2,2,3,54,1,1,0,1,204,0,1,32
1948,180000,1,1,1,2,24,0,0,0,0,234,0,1,47
1920,107000,2,1,2,4,14,0,0,0,1,69,0,1,11
1962,165900,1,1,1,3,52,1,0,1,0,158,0,1,28
1977,370000,3,1,2,3,43,1,1,1,0,243,2,2,2
1995,465000,3,2,2,3,63,1,1,1,1,198,1,1,23
1955,326000,3,2,1,4,56,0,0,1,1,169,1,1,0
1958,65000,1,1,3,2,84,0,0,0,0,99,0,0,24
2023,599900,3,2,2,3,44,1,1,0,0,389,4,1,52
1954,140267,3,1,1,3,99,0,0,0,0,63,0,1,40
1969,330000,2,1,1,3,77,0,1,1,0,239,0,1,25
1994,180000,2,1,2,3,31,1,0,0,0,142,0,2,16
1995,250000,2,2,1,3,103,1,1,1,0,152,1,1,57
1970,236000,2,1,1,3,167,1,0,1,0,91,0,1,58
1985,210000,4,1,1,3,8,1,0,1,1,115,0,2,28
1993,330000,4,2,2,4,46,1,0,1,1,129,1,1,28
1922,248000,2,1,1,3,55,1,1,0,1,151,1,1,53
2006,280000,2,1,1,2,145,1,0,1,0,221,0,0,49
1988,520000,3,1,2,3,126,1,1,1,0,248,3,2,2
1922,379000,2,1,1,3,-2,0,0,0,0,229,1,1,34
1968,195000,2,2,1,5,169,1,1,0,0,86,0,1,40
1992,460000,3,2,3,3,23,1,0,0,1,193,2,1,2
1923,94500,1,1,1,2,0,1,0,0,1,78,0,1,57
1968,655000,3,2,2,4,141,0,1,1,0,195,3,1,14
1934,250000,1,1,1,2,23,0,0,0,0,378,0,1,7
2022,410000,2,2,2,3,91,1,0,0,0,248,0,1,16
1965,271000,2,1,1,3,50,1,1,0,1,271,0,1,0
1948,330000,1,1,1,2,64,0,0,1,1,184,4,1,54
2004,315000,3,3,2,4,133,1,1,1,1,183,0,1,15
1891,120000,2,1,2,3,32,0,0,0,1,90,0,2,60
1960,232000,1,1,2,2,113,1,1,0,0,204,1,0,5
1900,299000,1,1,2,3,48,1,0,0,0,191,1,1,50
2001,245000,2,1,1,3,56,0,0,0,0,155,1,1,19
2000,280000,3,2,2,3,47,1,1,1,1,190,1,1,11
1995,425000,2,2,1,4,47,1,1,1,0,224,0,1,58
1980,279000,2,1,1,3,32,0,0,0,0,264,0,1,25
1965,57000,1,1,1,1,42,0,0,0,0,89,0,0,24
1984,395000,2,1,1,2,35,1,1,0,0,411,3,0,14
1915,180000,2,1,3,4,27,0,0,0,1,146,0,2,60
1993,421000,4,2,1,3,94,1,0,1,1,171,2,1,28
1896,105000,1,1,3,5,160,0,0,0,1,63,0,2,60
1929,110000,1,1,2,2,25,0,0,1,1,124,0,1,29
1950,450000,2,1,2,3,42,1,1,1,0,292,2,1,50
2006,340000,3,1,2,4,58,1,1,1,0,196,0,1,25
1943,261250,1,1,1,4,50,0,0,0,1,250,0,1,24
1989,160000,2,1,1,2,55,1,1,1,0,108,3,1,40
1966,191500,2,1,2,3,113,0,0,0,1,142,0,1,0
1977,365000,3,1,3,3,43,1,0,1,1,209,2,2,2
1925,132000,2,1,1,4,110,1,0,0,1,60,0,1,8
